PERIOD_CODE,SUPPLIER_NAME,BRANCH_ID,BRANCH_NAME,TOTAL_ORDERS,COMPLETED_ORDERS,ONTIME_ORDERS,ON_TIME_DELIVERY_RATE,TOTAL_PURCHASE_VALUE,AVG_LEAD_TIME_DAYS,PERFORMANCE_RATING
2025-04,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,121.9,7,Excellent
2025-04,"Clean & Clear Resources","B004","Shah Alam 88 Speedmart",1,1,1,100,150.66,5,Excellent
2025-04,"Dry Goods Trading Co","B001","Ampang 88 Speedmart",1,1,1,100,1614.51,11,Excellent
2025-04,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,308.66,10,Excellent
2025-04,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,448.29,9,Excellent
2025-04,"Dry Goods Trading Co","B005","Klang 88 Speedmart",1,1,1,100,421.64,11,Excellent
2025-04,"Dry Goods Trading Co","B012","Kuching 88 Speedmart",1,1,1,100,295.52,9,Excellent
2025-04,"Farm to Table Sdn Bhd","B008","George Town 88 Speedmart",1,1,1,100,1243.68,12,Excellent
2025-04,"Frozen Foods Malaysia","B007","Ipoh 88 Speedmart",1,1,1,100,665.43,6,Excellent
2025-04,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,497.89,8,Excellent
2025-04,"Global Grocery Supply","B010","Melaka 88 Speedmart",1,1,1,100,54.51,4,Excellent
2025-04,"Global Grocery Supply","B003","Petaling Jaya 88 Speedmart",1,1,1,100,3922.59,5,Excellent
2025-04,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,246.53,2,Excellent
2025-04,"Green Harvest Trading","B012","Kuching 88 Speedmart",1,1,1,100,316.21,3,Excellent
2025-04,"Green Harvest Trading","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2028.56,3,Excellent
2025-04,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,128.72,1,Excellent
2025-04,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,770.54,9,Excellent
2025-04,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,411.95,11,Excellent
2025-04,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,378.22,11,Excellent
2025-04,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,57.4,11,Excellent
2025-04,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",2,2,2,100,2669.44,5,Excellent
2025-04,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,500.96,5,Excellent
2025-04,"Nusa Kitchen Supplies","B012","Kuching 88 Speedmart",1,1,1,100,645.3,6,Excellent
2025-04,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",2,2,2,100,1875.82,8,Excellent
2025-04,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",2,2,2,100,815.57,5,Excellent
2025-04,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,288.41,6,Excellent
2025-04,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,58.08,3,Excellent
2025-04,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,240.8,2,Excellent
2025-04,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,184.56,1,Excellent
2025-04,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,108,2,Excellent
2025-05,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,154.6,4,Excellent
2025-05,"Farm to Table Sdn Bhd","B008","George Town 88 Speedmart",1,1,1,100,97.75,11,Excellent
2025-05,"Farm to Table Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,370.96,13,Excellent
2025-05,"Frozen Foods Malaysia","B012","Kuching 88 Speedmart",1,1,1,100,154.45,4,Excellent
2025-05,"Frozen Foods Malaysia","B010","Melaka 88 Speedmart",1,1,1,100,531.72,5,Excellent
2025-05,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,152.8,4,Excellent
2025-05,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,164.6,7,Excellent
2025-05,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,671.62,1,Excellent
2025-05,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,136.58,2,Excellent
2025-05,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,447.65,2,Excellent
2025-05,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,830.39,9,Excellent
2025-05,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,416.25,12,Excellent
2025-05,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",2,2,2,100,618.87,11.5,Excellent
2025-05,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,221.77,12,Excellent
2025-05,"Home Essentials Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,2705.94,13,Excellent
2025-05,"Home Essentials Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,649.9,13.3,Excellent
2025-05,"Nusa Kitchen Supplies","B012","Kuching 88 Speedmart",2,2,2,100,375.3,7,Excellent
2025-05,"Sinar Padi Enterprise","B001","Ampang 88 Speedmart",1,1,1,100,688.57,4,Excellent
2025-05,"Sinar Padi Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,698.12,3,Excellent
2025-05,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",2,2,2,100,500.18,2.2,Excellent
2025-05,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,288.34,2.3,Excellent
2025-05,"Sinar Padi Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,268.06,3,Excellent
2025-05,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,318.44,3,Excellent
2025-05,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,200.76,4,Excellent
2025-05,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,317.24,3,Excellent
2025-06,"Arctic Chill Logistics","B005","Klang 88 Speedmart",2,2,2,100,363.7,11,Excellent
2025-06,"Arctic Chill Logistics","B012","Kuching 88 Speedmart",1,1,1,100,438.74,13,Excellent
2025-06,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,506,10,Excellent
2025-06,"Clean & Clear Resources","B006","Johor Bahru 88 Speedmart",1,1,1,100,275.56,8,Excellent
2025-06,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,126.51,4,Excellent
2025-06,"Dairy Fresh Sdn Bhd","B004","Shah Alam 88 Speedmart",1,1,1,100,441.7,1,Excellent
2025-06,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,137.47,13,Excellent
2025-06,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,763.72,11,Excellent
2025-06,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",2,2,2,100,451.12,11,Excellent
2025-06,"Dry Goods Trading Co","B009","Seremban 88 Speedmart",1,1,1,100,444.12,9,Excellent
2025-06,"Frozen Foods Malaysia","B001","Ampang 88 Speedmart",1,1,1,100,211.16,5,Excellent
2025-06,"Frozen Foods Malaysia","B006","Johor Bahru 88 Speedmart",1,1,1,100,549.84,7,Excellent
2025-06,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,983.37,8,Excellent
2025-06,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,27.3,4,Excellent
2025-06,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,117,4,Excellent
2025-06,"Global Grocery Supply","B012","Kuching 88 Speedmart",3,3,3,100,455.47,4.7,Excellent
2025-06,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,8820.33,3,Excellent
2025-06,"Green Harvest Trading","B007","Ipoh 88 Speedmart",2,2,2,100,1155.78,3.1,Excellent
2025-06,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,475.62,1,Excellent
2025-06,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,216.48,3,Excellent
2025-06,"Green Harvest Trading","B012","Kuching 88 Speedmart",2,2,2,100,3086.19,1.8,Excellent
2025-06,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,736.94,1,Excellent
2025-06,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",2,2,2,100,5691.85,10.8,Excellent
2025-06,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,366.46,13,Excellent
2025-06,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,450.4,5,Excellent
2025-06,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,344.4,7,Excellent
2025-06,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",2,2,2,100,336.64,7.7,Excellent
2025-06,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,1213.9,8,Excellent
2025-06,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,519.1,7,Excellent
2025-06,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",2,2,2,100,1007.85,4.6,Excellent
2025-06,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,196.78,4,Excellent
2025-06,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,1211.94,4,Excellent
2025-06,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,110.26,3,Excellent
2025-06,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,524.24,2.4,Excellent
2025-06,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,120.74,3,Excellent
2025-06,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,827.55,2,Excellent
2025-07,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,1153.69,12,Excellent
2025-07,"Clean & Clear Resources","B005","Klang 88 Speedmart",1,1,1,100,767.97,7,Excellent
2025-07,"Dairy Fresh Sdn Bhd","B007","Ipoh 88 Speedmart",1,1,1,100,53.52,2,Excellent
2025-07,"Dairy Fresh Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,168.04,1,Excellent
2025-07,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,129.35,10,Excellent
2025-07,"Farm to Table Sdn Bhd","B001","Ampang 88 Speedmart",1,1,1,100,515.84,9,Excellent
2025-07,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",2,2,2,100,701.62,9.6,Excellent
2025-07,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,860.28,4,Excellent
2025-07,"Global Grocery Supply","B007","Ipoh 88 Speedmart",1,1,1,100,251.86,8,Excellent
2025-07,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,388.06,7,Excellent
2025-07,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,200.73,6,Excellent
2025-07,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,148.96,1,Excellent
2025-07,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,512.57,9,Excellent
2025-07,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,333.42,14,Excellent
2025-07,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,150.5,11,Excellent
2025-07,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,175.73,9,Excellent
2025-07,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,725.25,11.3,Excellent
2025-07,"Home Essentials Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,1465.64,12,Excellent
2025-07,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,2939.26,7,Excellent
2025-07,"Nusa Kitchen Supplies","B008","George Town 88 Speedmart",1,1,1,100,796.06,6,Excellent
2025-07,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,284.47,6,Excellent
2025-07,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,35.1,3,Excellent
2025-07,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,111,3,Excellent
2025-08,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,157.97,10,Excellent
2025-08,"Arctic Chill Logistics","B005","Klang 88 Speedmart",1,1,1,100,679.5,11,Excellent
2025-08,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,238.37,9,Excellent
2025-08,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",1,1,1,100,233.97,7,Excellent
2025-08,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,151.95,5,Excellent
2025-08,"Dairy Fresh Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,201.65,4,Excellent
2025-08,"Dairy Fresh Sdn Bhd","B003","Petaling Jaya 88 Speedmart",1,1,1,100,498.92,2,Excellent
2025-08,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,399.01,14,Excellent
2025-08,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",2,1,1,50,113.5,14,Poor
2025-08,"Dry Goods Trading Co","B004","Shah Alam 88 Speedmart",1,1,1,100,486.52,13,Excellent
2025-08,"Farm to Table Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,22.11,12,Excellent
2025-08,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,185.9,13,Excellent
2025-08,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,156.1,10,Excellent
2025-08,"Frozen Foods Malaysia","B007","Ipoh 88 Speedmart",1,1,1,100,3191.38,5,Excellent
2025-08,"Frozen Foods Malaysia","B006","Johor Bahru 88 Speedmart",1,1,1,100,881.5,6,Excellent
2025-08,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,0,0,0,536.86,0,Poor
2025-08,"Frozen Foods Malaysia","B012","Kuching 88 Speedmart",1,1,1,100,597.87,7,Excellent
2025-08,"Frozen Foods Malaysia","B009","Seremban 88 Speedmart",1,1,1,100,184.56,7,Excellent
2025-08,"Frozen Foods Malaysia","B004","Shah Alam 88 Speedmart",1,1,1,100,120.62,5,Excellent
2025-08,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,283.25,6,Excellent
2025-08,"Green Harvest Trading","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,626.46,1.8,Excellent
2025-08,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,254.83,1,Excellent
2025-08,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,853,1,Excellent
2025-08,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,191.62,4,Excellent
2025-08,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,605.17,13,Excellent
2025-08,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,172.16,10,Excellent
2025-08,"Home Essentials Enterprise","B012","Kuching 88 Speedmart",1,1,1,100,345.9,13,Excellent
2025-08,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,326.3,4,Excellent
2025-08,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,177.66,4,Excellent
2025-08,"Sinar Padi Enterprise","B008","George Town 88 Speedmart",1,1,1,100,125.28,2,Excellent
2025-08,"Sinar Padi Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,113.04,1,Excellent
2025-08,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,627.16,2,Excellent
2025-08,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,600.64,3,Excellent
2025-08,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,122.3,4,Excellent
2025-08,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,422.92,3,Excellent
2025-08,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,886.94,3,Excellent
2025-08,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,255.42,3,Excellent
2025-09,"Arctic Chill Logistics","B001","Ampang 88 Speedmart",1,1,1,100,3677.61,11,Excellent
2025-09,"Arctic Chill Logistics","B010","Melaka 88 Speedmart",1,1,1,100,310.34,11,Excellent
2025-09,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,1042.31,13,Excellent
2025-09,"Arctic Chill Logistics","B004","Shah Alam 88 Speedmart",1,1,1,100,230.62,11,Excellent
2025-09,"Clean & Clear Resources","B001","Ampang 88 Speedmart",1,1,1,100,2805.83,5,Excellent
2025-09,"Clean & Clear Resources","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,242.61,4,Excellent
2025-09,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,12.48,4,Excellent
2025-09,"Dairy Fresh Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,144.32,2,Excellent
2025-09,"Dry Goods Trading Co","B008","George Town 88 Speedmart",1,1,1,100,804.78,11,Excellent
2025-09,"Dry Goods Trading Co","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1006.73,9,Excellent
2025-09,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,536.86,6,Excellent
2025-09,"Global Grocery Supply","B008","George Town 88 Speedmart",1,1,1,100,686.63,8,Excellent
2025-09,"Global Grocery Supply","B006","Johor Bahru 88 Speedmart",1,1,1,100,762.19,4,Excellent
2025-09,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,181.64,4,Excellent
2025-09,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,65.4,5,Excellent
2025-09,"Green Harvest Trading","B001","Ampang 88 Speedmart",1,1,1,100,369.38,3,Excellent
2025-09,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,495,1,Excellent
2025-09,"Home Essentials Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,401.62,12,Excellent
2025-09,"Home Essentials Enterprise","B007","Ipoh 88 Speedmart",1,1,1,100,913.76,9,Excellent
2025-09,"Home Essentials Enterprise","B006","Johor Bahru 88 Speedmart",2,2,2,100,468.51,13.4,Excellent
2025-09,"Home Essentials Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,276.36,9,Excellent
2025-09,"Nusa Kitchen Supplies","B005","Klang 88 Speedmart",1,1,1,100,219.43,5,Excellent
2025-09,"Nusa Kitchen Supplies","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,486.49,6,Excellent
2025-09,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,401.27,7,Excellent
2025-09,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,300.2,1.4,Excellent
2025-09,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",2,2,2,100,163.65,2,Excellent
2025-09,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",2,2,2,100,426.36,2.1,Excellent
2025-09,"Sinar Padi Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,304.53,4,Excellent
2025-10,"Arctic Chill Logistics","B008","George Town 88 Speedmart",1,1,1,100,598.66,13,Excellent
2025-10,"Arctic Chill Logistics","B007","Ipoh 88 Speedmart",1,1,1,100,281.12,11,Excellent
2025-10,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,411.13,10,Excellent
2025-10,"Clean & Clear Resources","B007","Ipoh 88 Speedmart",1,1,1,100,1831.37,6,Excellent
2025-10,"Clean & Clear Resources","B006","Johor Bahru 88 Speedmart",1,1,1,100,44.07,7,Excellent
2025-10,"Clean & Clear Resources","B005","Klang 88 Speedmart",1,1,1,100,141.13,7,Excellent
2025-10,"Clean & Clear Resources","B009","Seremban 88 Speedmart",1,1,1,100,31.13,8,Excellent
2025-10,"Dry Goods Trading Co","B007","Ipoh 88 Speedmart",1,1,1,100,94.8,14,Excellent
2025-10,"Farm to Table Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,71.55,10,Excellent
2025-10,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,637.82,14,Excellent
2025-10,"Farm to Table Sdn Bhd","B009","Seremban 88 Speedmart",1,1,1,100,528.07,11,Excellent
2025-10,"Frozen Foods Malaysia","B005","Klang 88 Speedmart",1,1,1,100,1187.3,7,Excellent
2025-10,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,265.44,5.6,Excellent
2025-10,"Global Grocery Supply","B002","Cheras 88 Speedmart",1,1,1,100,3927.75,5,Excellent
2025-10,"Global Grocery Supply","B005","Klang 88 Speedmart",1,1,1,100,1820.07,4,Excellent
2025-10,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,65.4,6,Excellent
2025-10,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,418.16,6,Excellent
2025-10,"Green Harvest Trading","B008","George Town 88 Speedmart",1,1,1,100,480.62,4,Excellent
2025-10,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,543.43,4,Excellent
2025-10,"Green Harvest Trading","B006","Johor Bahru 88 Speedmart",1,1,1,100,592.64,3,Excellent
2025-10,"Green Harvest Trading","B005","Klang 88 Speedmart",1,1,1,100,1080.67,3,Excellent
2025-10,"Green Harvest Trading","B009","Seremban 88 Speedmart",1,1,1,100,44.6,4,Excellent
2025-10,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,684.43,11.3,Excellent
2025-10,"Home Essentials Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,561.5,9,Excellent
2025-10,"Home Essentials Enterprise","B004","Shah Alam 88 Speedmart",1,1,1,100,2942.09,11,Excellent
2025-10,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,196.65,4,Excellent
2025-10,"Nusa Kitchen Supplies","B002","Cheras 88 Speedmart",1,1,1,100,1508.89,4,Excellent
2025-10,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,435.38,7,Excellent
2025-10,"Nusa Kitchen Supplies","B010","Melaka 88 Speedmart",1,1,1,100,670.62,8,Excellent
2025-10,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",1,1,1,100,65.47,3,Excellent
2025-10,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",1,1,1,100,559.93,2,Excellent
2025-10,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,117.78,1.5,Excellent
2025-10,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,149.52,3,Excellent
2025-10,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,117.6,4,Excellent
2025-11,"Arctic Chill Logistics","B006","Johor Bahru 88 Speedmart",1,1,1,100,425.93,11,Excellent
2025-11,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,1752.57,12,Excellent
2025-11,"Clean & Clear Resources","B010","Melaka 88 Speedmart",1,1,1,100,59.7,5,Excellent
2025-11,"Dairy Fresh Sdn Bhd","B010","Melaka 88 Speedmart",1,1,1,100,248.69,4,Excellent
2025-11,"Dry Goods Trading Co","B001","Ampang 88 Speedmart",1,1,1,100,585.76,12,Excellent
2025-11,"Dry Goods Trading Co","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,332.23,11,Excellent
2025-11,"Dry Goods Trading Co","B010","Melaka 88 Speedmart",1,1,1,100,197.55,14,Excellent
2025-11,"Farm to Table Sdn Bhd","B002","Cheras 88 Speedmart",1,1,1,100,138.24,11,Excellent
2025-11,"Farm to Table Sdn Bhd","B005","Klang 88 Speedmart",1,1,1,100,249.65,12,Excellent
2025-11,"Farm to Table Sdn Bhd","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,1239.04,11,Excellent
2025-11,"Farm to Table Sdn Bhd","B010","Melaka 88 Speedmart",2,2,2,100,350.45,11,Excellent
2025-11,"Frozen Foods Malaysia","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,1358,8,Excellent
2025-11,"Frozen Foods Malaysia","B009","Seremban 88 Speedmart",1,1,1,100,75,4,Excellent
2025-11,"Global Grocery Supply","B011","Kota Kinabalu 88 Speedmart",2,2,2,100,786.6,7.4,Excellent
2025-11,"Global Grocery Supply","B010","Melaka 88 Speedmart",1,1,1,100,678.21,7,Excellent
2025-11,"Global Grocery Supply","B009","Seremban 88 Speedmart",1,1,1,100,340.79,4,Excellent
2025-11,"Global Grocery Supply","B004","Shah Alam 88 Speedmart",1,1,1,100,194.58,5,Excellent
2025-11,"Green Harvest Trading","B002","Cheras 88 Speedmart",1,1,1,100,1637.29,1,Excellent
2025-11,"Green Harvest Trading","B008","George Town 88 Speedmart",2,2,2,100,1831,3.3,Excellent
2025-11,"Green Harvest Trading","B007","Ipoh 88 Speedmart",1,1,1,100,41.04,3,Excellent
2025-11,"Green Harvest Trading","B010","Melaka 88 Speedmart",1,1,1,100,788.34,4,Excellent
2025-11,"Green Harvest Trading","B004","Shah Alam 88 Speedmart",1,1,1,100,686.29,3,Excellent
2025-11,"Home Essentials Enterprise","B005","Klang 88 Speedmart",1,1,1,100,110.6,14,Excellent
2025-11,"Home Essentials Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,130.22,13,Excellent
2025-11,"Nusa Kitchen Supplies","B001","Ampang 88 Speedmart",1,1,1,100,302.12,8,Excellent
2025-11,"Nusa Kitchen Supplies","B007","Ipoh 88 Speedmart",1,1,1,100,67.3,8,Excellent
2025-11,"Nusa Kitchen Supplies","B006","Johor Bahru 88 Speedmart",1,1,1,100,242.91,5,Excellent
2025-11,"Nusa Kitchen Supplies","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1726.36,7,Excellent
2025-11,"Nusa Kitchen Supplies","B009","Seremban 88 Speedmart",1,1,1,100,165.64,7,Excellent
2025-11,"Nusa Kitchen Supplies","B004","Shah Alam 88 Speedmart",1,1,1,100,466.48,8,Excellent
2025-11,"Sinar Padi Enterprise","B002","Cheras 88 Speedmart",1,1,1,100,326.06,4,Excellent
2025-11,"Sinar Padi Enterprise","B008","George Town 88 Speedmart",1,1,1,100,1391.2,3,Excellent
2025-11,"Sinar Padi Enterprise","B006","Johor Bahru 88 Speedmart",2,1,1,50,696.08,4,Poor
2025-11,"Sinar Padi Enterprise","B005","Klang 88 Speedmart",2,2,2,100,93.41,3.3,Excellent
2025-11,"Sinar Padi Enterprise","B011","Kota Kinabalu 88 Speedmart",1,1,1,100,68.7,3,Excellent
2025-11,"Sinar Padi Enterprise","B010","Melaka 88 Speedmart",1,1,1,100,80.35,3,Excellent
2025-11,"Sinar Padi Enterprise","B003","Petaling Jaya 88 Speedmart",1,1,1,100,1447.03,3,Excellent
2025-11,"Sinar Padi Enterprise","B009","Seremban 88 Speedmart",1,1,1,100,427.8,4,Excellent
2025-12,"Arctic Chill Logistics","B009","Seremban 88 Speedmart",1,1,1,100,1211.14,13,Excellent
