TIME_GRAIN,PERIOD_CODE,BRANCH_ID,BRANCH_NAME,CATEGORY_NAME,ITEM_ID,ITEM_NAME,TOTAL_SALES_QTY,TOTAL_PURCHASE_QTY,AVG_STOCK_ON_HAND,INVENTORY_TURNOVER_RATIO,CATEGORY_TURNOVER_RATIO,STOCK_EFFICIENCY_CATEGORY
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0092","Peluntur 1L",10,0,25,.4,.14,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0096","Mop 1pc",7,0,20,.35,.14,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0094","Pembersih Kaca 500ml",5,0,39,.13,.14,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0093","Sabun Pinggan 500ml",4,0,26,.15,.14,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0091","Pewangi Pakaian 1L",4,0,52,.08,.14,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0089","Detergen 2kg",2,0,43,.05,.14,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Household Cleaning","I0095","Penyapu 1pc",0,0,66,0,.14,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Imported Goods","I0120","Kopi Arabika 250g",0,0,18,0,0,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Imported Goods","I0119","Keju Parmesan 200g",0,17,24,0,0,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0073","Bihun Segera 60g",11,0,54,.2,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0075","Bubur Segera 50g",10,0,52,.19,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0080","Cereal 500g",8,0,32,.25,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0074","Nasi Segera 200g",6,0,57,.11,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0072","Mee Segera Cup 65g",5,0,57,.09,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0079","Oat Segera 1kg",2,0,27,.07,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0078","Cup Soup 100g",2,0,60,.03,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0077","Sos Pasta 200g",2,0,92,.02,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0076","Pasta Segera 150g",1,0,52,.02,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Instant Food","I0071","Mee Segera 80g",1,0,65,.02,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Organic Foods","I0117","Beras Organik 5kg",6,0,21,.29,.26,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Organic Foods","I0118","Minyak Zaitun Organik 500ml",4,0,17,.24,.26,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0086","Pembersih Muka 100ml",8,0,38,.21,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0085","Deodorant 50ml",5,0,101,.05,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0081","Syampu 500ml",5,0,28,.18,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0088","Balm 30g",4,0,24,.17,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0087","Krim Pelindung 50g",4,0,36,.11,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0084","Losyen 250ml",2,0,30,.07,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0082","Sabun Mandi 100g",1,0,25,.04,.09,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Personal Care","I0083","Ubat Gigi 150g",0,0,28,0,.09,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Premium Items","I0115","Kaviar 50g",8,10,15,.53,.46,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Premium Items","I0116","Foie Gras 100g",4,0,11,.36,.46,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",9,15,15,.6,.05,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",9,0,105,.09,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",7,0,37,.19,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0007","Quinoa 500g",6,0,77,.08,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0006","Oatmeal 1kg",6,0,120,.05,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",4,0,206,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",3,0,118,.03,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",1,0,55,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0003","Tepung Gandum 1kg",1,0,44,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",1,0,160,.01,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",1,0,62,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",0,0,64,0,.05,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",17,29,33,.52,.12,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",10,0,81,.12,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",4,0,65,.06,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",4,0,28,.14,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",4,39,44,.09,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",2,0,54,.04,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",2,0,32,.06,.12,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",0,0,32,0,.12,"Dead Stock"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",10,0,13,.77,.36,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",7,0,10,.7,.36,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",4,0,25,.16,.36,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",4,11,11,.36,.36,"Normal"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",3,0,16,.19,.36,"Slow Moving"
Quarterly,2025-Q3,"B012","Kuching 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",3,0,11,.27,.36,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",6,0,26,.23,.09,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",5,0,106,.05,.09,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",5,0,59,.08,.09,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",2,0,20,.1,.09,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0100","Makanan Bayi 120g",11,0,179,.06,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",10,0,54,.19,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",6,19,26,.23,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0099","Tisu Basah Baby 80pcs",5,0,110,.05,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0097","Susu Formula 900g",5,0,11,.45,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",3,0,122,.02,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",2,0,31,.06,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",1,0,40,.03,.08,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0038","Kola 330ml",16,26,31,.52,.15,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0040","Teh Tarik 250ml",10,42,41,.24,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0041","Kopi 3in1 10s",9,0,24,.38,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0043","Susu Soya 1L",5,61,49,.1,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0036","Air Mineral 1.5L",4,0,28,.14,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0042","Milo 1kg",4,0,35,.11,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0035","Minuman Isotonic 500ml",3,29,32,.09,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0044","Minuman Tenaga 250ml",3,0,63,.05,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0039","Sprite 330ml",2,0,37,.05,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Beverages","I0037","Jus Oren 1L",2,0,48,.04,.15,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0031","Ayam Masak 400g",18,20,11,1.64,.23,"Fast Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0025","Sardin 425g",12,0,49,.24,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0026","Tuna Chunk 185g",8,36,33,.24,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0032","Daging Lembu 400g",7,0,18,.39,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0029","Sup Ayam 400g",7,0,24,.29,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0030","Baked Beans 415g",4,13,17,.24,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0027","Kacang Hancur 425g",2,13,18,.11,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0033","Cendawan Sup 300g",2,0,50,.04,.23,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0034","Nangka Muda 565g",0,0,26,0,.23,"Dead Stock"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Canned and Packaged Food","I0028","Jagung Manis 425g",0,0,17,0,.23,"Dead Stock"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0022","Sos Tiram 300ml",13,0,107,.12,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0018","Sos Tomato 400ml",10,0,93,.11,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0017","Sos Cili 400ml",8,93,161,.05,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0019","Cuka 500ml",7,22,29,.24,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0020","Madu 250g",7,0,30,.23,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0016","Kicap Masin 600ml",7,0,60,.12,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0014","Minyak Zaitun 500ml",5,86,149,.03,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0021","Minyak Bijian 200ml",4,0,54,.07,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0023","Tepung Jagung 200g",4,0,80,.05,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0015","Kicap Manis 600ml",2,0,117,.02,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0024","Serbuk Perasa 100g",2,0,13,.15,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Cooking Essentials","I0013","Minyak Masak 1kg",1,0,125,.01,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0054","Susu Rendah Lemak 1L",11,0,49,.22,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0056","Mentega 250g",10,0,9,1.11,.19,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0053","Susu Segar 1L",9,0,50,.18,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0061","Keju Mozzarella 200g",8,15,12,.67,.19,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0058","Krim 200ml",8,0,25,.32,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0055","Keju 250g",5,0,27,.19,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0059","Susu Cair 200ml",3,0,59,.05,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0062","Susu Kambing 1L",2,0,28,.07,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0060","Tepung Susu 1kg",2,25,43,.05,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Dairy Products","I0057","Yogurt 180g",1,0,16,.06,.19,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0063","Ayam Beku 1kg",11,0,20,.55,.42,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0064","Daging Beku 500g",10,0,18,.56,.42,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0067","Pizza Beku 400g",10,0,18,.56,.42,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0069","Nuget 500g",9,0,21,.43,.42,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0066","Sayuran Beku 300g",9,11,11,.82,.42,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0070","Kentang Goreng 1kg",6,20,14,.43,.42,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0065","Ikan Beku 500g",5,26,32,.16,.42,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Frozen Food","I0068","Sosej Beku 500g",2,0,13,.15,.42,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0091","Pewangi Pakaian 1L",10,0,38,.26,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0094","Pembersih Kaca 500ml",9,0,62,.15,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0090","Pembersih Lantai 1L",8,35,44,.18,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0096","Mop 1pc",6,0,47,.13,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0089","Detergen 2kg",4,0,47,.09,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0095","Penyapu 1pc",3,0,77,.04,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0092","Peluntur 1L",3,0,52,.06,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Household Cleaning","I0093","Sabun Pinggan 500ml",2,0,47,.04,.11,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Imported Goods","I0120","Kopi Arabika 250g",19,28,15,1.27,1,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Imported Goods","I0119","Keju Parmesan 200g",12,28,16,.75,1,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0080","Cereal 500g",13,0,107,.12,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0076","Pasta Segera 150g",12,0,57,.21,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0073","Bihun Segera 60g",7,0,108,.06,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0079","Oat Segera 1kg",6,0,41,.15,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0074","Nasi Segera 200g",5,0,88,.06,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0071","Mee Segera 80g",5,0,14,.36,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0075","Bubur Segera 50g",4,0,150,.03,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0072","Mee Segera Cup 65g",4,0,127,.03,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0078","Cup Soup 100g",3,0,125,.02,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Instant Food","I0077","Sos Pasta 200g",1,0,58,.02,.07,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Organic Foods","I0118","Minyak Zaitun Organik 500ml",13,21,26,.5,.21,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Organic Foods","I0117","Beras Organik 5kg",4,0,56,.07,.21,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0088","Balm 30g",16,20,26,.62,.35,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0087","Krim Pelindung 50g",12,33,39,.31,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0081","Syampu 500ml",10,0,43,.23,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0086","Pembersih Muka 100ml",9,10,7,1.29,.35,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0083","Ubat Gigi 150g",7,0,18,.39,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0085","Deodorant 50ml",5,30,35,.14,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0084","Losyen 250ml",5,0,16,.31,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Personal Care","I0082","Sabun Mandi 100g",3,0,8,.38,.35,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Premium Items","I0116","Foie Gras 100g",4,13,20,.2,.27,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Premium Items","I0115","Kaviar 50g",4,0,10,.4,.27,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0003","Tepung Gandum 1kg",8,0,97,.08,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0012","Tepung Ubi 500g",6,0,63,.1,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0006","Oatmeal 1kg",5,0,59,.08,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0005","Beras Pulut 1kg",4,13,16,.25,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0001","Beras Super 5kg",4,0,51,.08,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0011","Beras Perang 1kg",3,0,97,.03,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0002","Beras Wangi 10kg",3,0,154,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0008","Beras Basmathi 5kg",2,29,53,.04,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0007","Quinoa 500g",2,0,41,.05,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0010","Bijirin Sarapan 500g",1,0,139,.01,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0009","Tepung Jagung 500g",1,0,44,.02,.05,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Rice and Grains","I0004","Tepung Beras 500g",0,0,21,0,.05,"Dead Stock"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0046","Coklat 100g",16,26,18,.89,.14,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0049","Pudding 100g",8,0,130,.06,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0052","Mochi 120g",8,11,13,.62,.14,"Normal"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0048","Gula-gula 150g",6,0,19,.32,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0050","Kacang Putih 200g",4,0,36,.11,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0045","Kerepek 150g",3,0,29,.1,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0051","Keropok 100g",3,0,72,.04,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Snacks and Confectionery","I0047","Biskut 200g",1,0,32,.03,.14,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0110","Bateri AAA 4pcs",8,26,17,.47,.22,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0108","Pemadam 5pcs",4,0,10,.4,.22,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0107","Pensil 12pcs",4,10,12,.33,.22,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0106","Pen 10pcs",3,0,20,.15,.22,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0109","Bateri AA 4pcs",2,0,20,.1,.22,"Slow Moving"
Quarterly,2025-Q3,"B010","Melaka 88 Speedmart","Stationery and Daily Needs","I0105","Kertas A4 500sheets",1,12,23,.04,.22,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Alcoholic Beverages","I0114","Whisky 700ml",12,0,143,.08,.07,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Alcoholic Beverages","I0111","Bir 330ml",11,0,118,.09,.07,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Alcoholic Beverages","I0113","Wain Putih 750ml",6,0,23,.26,.07,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Alcoholic Beverages","I0112","Wain Merah 750ml",4,0,159,.03,.07,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0104","Botol Susu 250ml",9,0,420,.02,.02,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0098","Pampers S 24pcs",6,0,280,.02,.02,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0101","Bedak Bayi 150g",5,42,51,.1,.02,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0102","Minyak Bayi 100ml",5,0,199,.03,.02,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0097","Susu Formula 900g",5,0,525,.01,.02,"Slow Moving"
Quarterly,2025-Q3,"B003","Petaling Jaya 88 Speedmart","Baby Products","I0103","Sabun Bayi 250ml",3,0,410,.01,.02,"Slow Moving"
